"SubjectID","Activity","mean.X","mean.Y","mean.Z","sd.x","sd.y","sd.z"
16,"WALKING",0.276023564509804,-0.0204286929452941,-0.108804049803922,0.0512837976731282,0.0584757094593491,0.0678792722677371
16,"WALKING_DOWNSTAIRS",0.295586802191489,-0.0183898583787234,-0.119873705148936,0.148354755640141,0.100185443401682,0.131015153205068
16,"WALKING_UPSTAIRS",0.255986102627451,-0.0143654945011765,-0.124074517745098,0.0480310184281802,0.0631982576583832,0.103606323570365
17,"LAYING",0.269780085577465,-0.0168462006729577,-0.107006279704225,0.0540355719064742,0.0977369886174975,0.0586384811172708
17,"SITTING",0.2773570196875,-0.014156274084375,-0.11362408509375,0.0106528045679691,0.0735869740603398,0.0646896920432567
17,"STANDING",0.277942503333333,-0.0174120064169231,-0.111432145565,0.0212510688977243,0.0600804436718402,0.0540713426215366
17,"WALKING",0.272341855245902,-0.0184875403339344,-0.109792122032787,0.0627938926492014,0.046904114986566,0.0717495535021654
17,"WALKING_DOWNSTAIRS",0.29391828326087,-0.0167359404347826,-0.0892432745173913,0.110595096112753,0.166742314046151,0.217708019754447
17,"WALKING_UPSTAIRS",0.252604768583333,-0.0228645614308333,-0.121290442104167,0.0821790377904302,0.128935062094342,0.165911923370366
18,"LAYING",0.274691576923077,-0.0173937684615385,-0.107698927907692,0.013643928320123,0.0113926836391187,0.00761615337389608
18,"SITTING",0.27727001877193,-0.0128691279736842,-0.111904775824561,0.00522049958272825,0.035353216246392,0.0330595537118076
18,"STANDING",0.278458805890411,-0.0166353518150685,-0.108453355945205,0.0080415543757328,0.0359051880961385,0.0340144068064862
18,"WALKING",0.273887758571429,-0.0178023631866071,-0.104218315464286,0.0515549798210614,0.0675141787616688,0.132178966596601
18,"WALKING_DOWNSTAIRS",0.288439468909091,-0.0168666920221818,-0.1033908092,0.0763564748374554,0.0662557635006738,0.100577760358174
18,"WALKING_UPSTAIRS",0.265401201896552,-0.0222060684378914,-0.112655891327586,0.0371843088055197,0.0750719550575475,0.0831952952530521
19,"LAYING",0.272653733493976,-0.0171426864421687,-0.10898146186747,0.0357853054749064,0.026834995670607,0.0148344726192688
19,"SITTING",0.273830316164384,-0.016739260030137,-0.10870765430137,0.0246280029649271,0.0699181023947707,0.0562221864013698
19,"STANDING",0.27817226,-0.0154244056945205,-0.10904190460274,0.0107236319300687,0.0569370299301619,0.0468490492229788
19,"WALKING",0.273931172307692,-0.0191773587903846,-0.122736673192308,0.110562815778323,0.102864743355505,0.169998975265559
19,"WALKING_DOWNSTAIRS",0.262688053871795,-0.0145942275069487,-0.133695240660974,0.17889148054409,0.177954063090739,0.32733588638676
19,"WALKING_UPSTAIRS",0.242118808925,-0.0303986615775,-0.151054607725,0.0851615487015809,0.157833695962251,0.165895391851335
20,"LAYING",0.239507882205882,-0.0144406281132353,-0.104274322538235,0.112307272881429,0.103859970794267,0.0476553084113857
20,"SITTING",0.278045439090909,-0.0147229305131818,-0.108369634515152,0.0253853371021797,0.105689852292837,0.104082003876287
20,"STANDING",0.278076904657534,-0.0180695049161644,-0.100402759931507,0.0377349801027294,0.0904819384132763,0.0838222198884552
20,"WALKING",0.272589336470588,-0.021199992245098,-0.113539477098039,0.0956881155075602,0.241278917225073,0.105944414423401
20,"WALKING_DOWNSTAIRS",0.296144421355556,-0.00964120773155556,-0.104602925937778,0.119093166855218,0.179934716473498,0.133989144236533
20,"WALKING_UPSTAIRS",0.252098317156863,-0.0282258047588235,-0.121023947784314,0.105523673604083,0.171970928287788,0.0602436399275253
21,"LAYING",0.271325472455556,-0.0184233048415556,-0.103253832233333,0.0572453757763716,0.0662887521546811,0.103086162301159
21,"SITTING",0.277539616823529,-0.0144009705494118,-0.112057887741176,0.0108297035649716,0.0506162202464594,0.0731149088856943
21,"STANDING",0.27695224258427,-0.0167084730205618,-0.110417855808989,0.0247070636980864,0.063127478683901,0.072265673785336
21,"WALKING",0.279183526730769,-0.0181610317526923,-0.104319332403846,0.0937362054995529,0.0827526468444624,0.0682241270456852
21,"WALKING_DOWNSTAIRS",0.3014610196,-0.0173195390157778,-0.09816866218,0.102235711538475,0.121647775267949,0.120123889092269
21,"WALKING_UPSTAIRS",0.265194544680851,-0.0237218695148936,-0.125414265340426,0.0723258172135942,0.11184168960936,0.0670402884291003
22,"LAYING",0.279959721194444,-0.0142629864502778,-0.110800924652778,0.0883638544282801,0.172287505351361,0.109528218603944
22,"SITTING",0.273583822709677,-0.0123468446419355,-0.105827369516129,0.0266422253507363,0.135417603200135,0.110189813434466
22,"STANDING",0.279053861587302,-0.0158563207496825,-0.104967423820635,0.023924644225708,0.0617463690929291,0.0516172655207015
22,"WALKING",0.27886459,-0.0167213607957174,-0.107112510934783,0.0569256739828474,0.0867730563025419,0.0600025480800506
22,"WALKING_DOWNSTAIRS",0.284458963861111,-0.0197999371686389,-0.1074157796,0.0836337711563487,0.0975517974317541,0.0810942591468158
22,"WALKING_UPSTAIRS",0.248391534566667,-0.0268622561133333,-0.117550861738095,0.065759902420665,0.116350683068538,0.0757253410086073
23,"LAYING",0.274038007986111,-0.0216553835833333,-0.104256776291667,0.0508435593713807,0.0233575407624266,0.0384282443183661
23,"SITTING",0.273351251617647,-0.0133945015676471,-0.103808679294118,0.0163774034169145,0.13213885084355,0.166863628474755
23,"STANDING",0.277899323235294,-0.0177475547867647,-0.1105970177575,0.0162338941604255,0.0331395912970605,0.0652638299806285
23,"WALKING",0.273211884237288,-0.0183618711932203,-0.113382994084746,0.0697607578637073,0.10657046501614,0.106102477216324
23,"WALKING_DOWNSTAIRS",0.289897411148148,-0.0162111457238889,-0.0988123712574074,0.140512895985521,0.122804104113333,0.138715910233723
23,"WALKING_UPSTAIRS",0.249995171031373,-0.0323844029237255,-0.126890616782353,0.098272456814342,0.0938974729112669,0.0906421996298169
24,"LAYING",0.272850494930556,-0.0173555210111111,-0.107236237236111,0.0384363956732963,0.0141569830219634,0.035518927749832
24,"SITTING",0.273475690147059,-0.0131255097938235,-0.103041061426471,0.0101395951837905,0.0571577598285683,0.0538854408111633
24,"STANDING",0.280348883913043,-0.0144785340348986,-0.108222553855072,0.0153110735057815,0.0487928251976201,0.0745183045529465
24,"WALKING",0.276980816034483,-0.0225446400534483,-0.110595952913793,0.0497896319051686,0.0555634343625829,0.0460876253259136
24,"WALKING_DOWNSTAIRS",0.288631208909091,-0.0145730348310909,-0.104818820272727,0.0719452594438428,0.117612215995177,0.111924414896851
24,"WALKING_UPSTAIRS",0.269881106779661,-0.0251979434569492,-0.114248610966102,0.0359405584322128,0.062138407651097,0.068408411106648
25,"LAYING",0.250791828613699,-0.0188943663671233,-0.100428830260274,0.0957858379454073,0.364904195700648,0.305101141419153
25,"SITTING",0.278541482461538,-0.0147696808030769,-0.109160440476923,0.015597519870494,0.144241616476534,0.0554315104566613
25,"STANDING",0.278013701621622,-0.0163569730274324,-0.107352957594595,0.0109437098623814,0.0436706809241329,0.0930389950856493
25,"WALKING",0.278992759054054,-0.0186477624716216,-0.108737636297297,0.0447234525652141,0.0617787835480181,0.0573215261711161
25,"WALKING_DOWNSTAIRS",0.291329666206897,-0.0210170522987931,-0.107192376965517,0.0954857202695614,0.118633118589024,0.0592533775719691
25,"WALKING_UPSTAIRS",0.277995411384615,-0.0269863524264615,-0.126210440292308,0.0607522162422172,0.100205737711189,0.0869599302423017
26,"LAYING",0.271645864540789,-0.0191895728026316,-0.105002540289474,0.0709877107271645,0.0329206205739699,0.0303737763156308
26,"SITTING",0.258243530166667,-0.00713364541358974,-0.0974448692333333,0.0513979382537458,0.166116921556369,0.10309945531091
26,"STANDING",0.281127035405405,-0.0166608306652703,-0.110237796416216,0.0114735992697172,0.0659340427236678,0.0473049689188938
26,"WALKING",0.279264443728814,-0.0154259586949153,-0.108927011474576,0.103585912262141,0.0803497264781,0.0392655584330191
26,"WALKING_DOWNSTAIRS",0.2792845828,-0.01262580966778,-0.1064396194,0.112740662776727,0.12970187909072,0.0893845471390822
26,"WALKING_UPSTAIRS",0.272691394545455,-0.0281633797398182,-0.121943461236364,0.0585760092106651,0.0942513282788176,0.0589627952558699
27,"LAYING",0.274102492432432,-0.0179867611216216,-0.107699732837838,0.0347081367062833,0.02476924578335,0.020616554792994
27,"SITTING",0.273941302571429,-0.0155269799285714,-0.105521912588571,0.0252960646682564,0.0565242191465124,0.0701581328315799
27,"STANDING",0.279566921625,-0.016593236445,-0.107835818025,0.0127408258828368,0.0683804124651616,0.0557376041581311
27,"WALKING",0.276849485438596,-0.0166478783221912,-0.112822289263158,0.0469384798422412,0.0476250602501637,0.0393416535323968
27,"WALKING_DOWNSTAIRS",0.2975441875,-0.0135564467159091,-0.112837694688636,0.122715433028295,0.12807806083195,0.136126055370079
27,"WALKING_UPSTAIRS",0.265770253921569,-0.0200953324078431,-0.123530438196078,0.0527172173989767,0.0606159802301053,0.0791820460813037
28,"LAYING",0.2759134825,-0.0167537858225,-0.1083448529625,0.0326876049167773,0.0695836075436729,0.0638638023167304
28,"SITTING",0.276977629444444,-0.0185404441258333,-0.111517939555556,0.0147280322914426,0.0578220387536588,0.0615143083856085
28,"STANDING",0.277795069113924,-0.0172635124672152,-0.106579385202532,0.0215479720711663,0.132216350529715,0.0847863541585884
28,"WALKING",0.281228223888889,-0.0156759722981481,-0.103714705396296,0.0909907953124603,0.081524893559303,0.0723809936631647
28,"WALKING_DOWNSTAIRS",0.293642076521739,-0.0220230465913043,-0.10858897408913,0.132274292318192,0.178056445011868,0.110254686625758
28,"WALKING_UPSTAIRS",0.262005841764706,-0.0279443943478431,-0.121514025692157,0.0646496160880811,0.099196225953942,0.0694586392148944
29,"LAYING",0.287295196811594,-0.0171965484202899,-0.109462068173913,0.032660333042099,0.0126022542310066,0.0281778700753941
29,"SITTING",0.2771799775,-0.016630680375,-0.1104118192,0.0186104914410517,0.0796725042268508,0.0660732894552359
29,"STANDING",0.277965065846154,-0.0172605869061538,-0.108659067476923,0.00513451573529307,0.0271287402613622,0.016627176589877
29,"WALKING",0.271999916792453,-0.0162915600588679,-0.106632427301887,0.0584137848007896,0.0672438004395114,0.0597693427869508
29,"WALKING_DOWNSTAIRS",0.293140441083333,-0.01494121505625,-0.0981339984895833,0.085420376907611,0.14984467495109,0.0884847007349228
29,"WALKING_UPSTAIRS",0.265423066877551,-0.0299465312326531,-0.118000587840816,0.0711140060583942,0.118743066218853,0.119806898687975
30,"LAYING",0.281033900571429,-0.0194494098614286,-0.1036581505,0.0263027106217518,0.0734758415244312,0.0534800699275237
30,"SITTING",0.268336081379032,-0.00804731295322581,-0.099515446133871,0.0336067935498759,0.116683407321884,0.087148826790214
30,"STANDING",0.277112699152542,-0.0170163887813559,-0.108756209835593,0.0258595487468444,0.0786375690114768,0.103961794607187
30,"WALKING",0.276406758,-0.0175880385730769,-0.0986247068969231,0.0730848027805889,0.0611519200135795,0.0657662228935481
30,"WALKING_DOWNSTAIRS",0.283190646967742,-0.0174383900204839,-0.0999781422322581,0.159725206279271,0.135545525754979,0.106559545127518
30,"WALKING_UPSTAIRS",0.271415642261538,-0.0253311698786154,-0.124697493775385,0.0978137310082657,0.103195554996455,0.126431304603853
